0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
1, news
1, news
1, news
1, news
1, news
1, news
1, news
1, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
1, news
1, news
1, news
1, news
1, news
0, news
0, news
0, news
0, news
1, news
1, news
1, news
0, news
0, news
0, news
0, news
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
1, editorial
1, editorial
1, editorial
0, editorial
0, editorial
1, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
1, editorial
0, editorial
0, editorial
0, editorial
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
1, reviews
0, reviews
1, reviews
1, reviews
1, reviews
0, reviews
2, reviews
0, religion
0, religion
0, religion
1, religion
1, religion
1, religion
1, religion
0, religion
0, religion
0, religion
0, religion
0, religion
1, religion
0, religion
0, religion
1, religion
1, religion
1, hobbies
1, hobbies
0, hobbies
1, hobbies
1, hobbies
0, hobbies
2, hobbies
2, hobbies
1, hobbies
2, hobbies
1, hobbies
1, hobbies
1, hobbies
1, hobbies
2, hobbies
2, hobbies
2, hobbies
0, hobbies
1, hobbies
2, hobbies
0, hobbies
1, hobbies
1, hobbies
1, hobbies
2, hobbies
0, hobbies
2, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
2, hobbies
0, hobbies
0, hobbies
1, lore
1, lore
1, lore
1, lore
1, lore
1, lore
0, lore
1, lore
1, lore
1, lore
1, lore
1, lore
0, lore
0, lore
0, lore
1, lore
0, lore
1, lore
0, lore
1, lore
2, lore
1, lore
0, lore
1, lore
0, lore
1, lore
1, lore
0, lore
0, lore
1, lore
1, lore
1, lore
0, lore
2, lore
1, lore
1, lore
0, lore
1, lore
0, lore
0, lore
1, lore
1, lore
1, lore
0, lore
0, lore
0, lore
1, lore
0, lore
0, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
2, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
0, belles_lettres
1, belles_lettres
1, belles_lettres
1, belles_lettres
0, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
2, government
0, government
0, government
0, government
2, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
2, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
1, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
0, learned
2, learned
2, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
1, learned
2, learned
0, learned
2, learned
2, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
1, learned
0, learned
0, learned
1, learned
0, learned
0, learned
0, learned
2, learned
0, learned
1, learned
0, learned
0, learned
1, learned
1, learned
1, learned
2, learned
1, learned
2, learned
2, learned
0, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
